,AnnualHouseholdIncome,BirthYear2020,CoronavirusConcern2,CoronavirusEmployment,CoronavirusIntent_Mask,CoronavirusIntent_SixFeet,CoronavirusIntent_StayHome,CoronavirusIntent_WashHands,CoronavirusLocalCommunity,CoronavirusSupportSystem,CoronavirusSymptomSelect,CoronavirusUnderstanding1,CoronavirusUnderstanding2,CoronavirusUnderstanding3,CoronavirusUnderstanding4,CoronavirusWhenShouldReopen,Education_Alt2,Ethnicity,Gender,HasCoronavirusBelief,PoliticalBeliefsNoOp,PoliticalPartyNoOp,Religion_Alt1,Religiosity_Alt2,TrumpApproveNoOp,ZipCode,startTime
4503,20000.0,1998,6.1,"['now-part', 'was-disabled', 'was-part']",38.0,33,72,66,2.0,"['fam-friend', 'employer']",['muscle-ache'],"['young-invulnerable', 'corona-all-hospitalize']","['ethnicity-spreads-covid', 'all-spread-covid']",['infect-from-animal'],one-in-30k,few-days,some-college,black,male,0.0,6.1,3.1,catholic,7.2,2.9,295,2020-05-28 22:23:31.777
4504,165000.0,1980,9.9,['was-full'],87.0,90,90,100,2.0,"['fam-friend', 'no-one']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,2-mo,postgrad,white,male,1.6,0.0,0.0,nothing-in-particular,2.1,0.3,142,2020-05-28 22:23:36.421
4505,16000.0,1994,4.8,"['was-full', 'now-full']",71.0,61,73,73,0.0,['fam-friend'],['none'],"['young-invulnerable', 'elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,postgrad,white,female,0.1,5.9,5.5,catholic,8.6,5.4,328,2020-05-28 22:23:42.648
4506,19000.0,1975,5.8,['now-disabled'],100.0,42,78,19,3.0,"['fam-friend', 'state-gov', 'fedgov']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,1-mo,some-college,other-mixed,male,2.2,2.2,1.5,other-protestant,6.2,0.0,021,2020-05-28 22:23:44.820
4507,115000.0,1966,2.4,['was-full'],99.0,100,100,94,4.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,1-mo,highschool,white,female,0.0,3.9,4.7,nothing-in-particular,0.3,0.2,146,2020-05-28 22:23:55.384
4508,50000.0,1978,7.0,['was-part'],69.0,75,74,74,0.0,['no-one'],['none'],['none-true'],['ethnicity-spreads-covid'],['asymptomatic-spread'],three-in-ten,few-days,college,white,female,7.4,7.5,6.5,catholic,7.1,7.2,928,2020-05-28 22:23:57.318
4509,44000.0,1968,0.2,"['was-full', 'now-part']",2.0,2,2,7,0.0,['no-one'],['none'],"['corona-similar-flu', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,1-mo,some-college,white,female,0.2,4.9,4.9,something-else,6.8,0.2,479,2020-05-28 22:24:00.654
4510,100000.0,1999,3.9,"['was-full', 'now-jobless']",66.0,98,100,79,12000.0,"['fam-friend', 'state-gov', 'local-community']","['dry-cough', 'short-breath', 'diarrhea', 'nasal', 'sore-throat', 'fever', 'lost-smell-taste', 'nausea-vomit', 'headache']","['corona-similar-flu', 'young-invulnerable', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,1-yr,college,black,female,5.7,5.8,0.7,atheist,5.8,0.0,100,2020-05-28 22:24:15.127
4511,110000.0,1989,0.0,['was-full'],70.0,77,77,32,0.0,['fam-friend'],['none'],"['corona-similar-flu', 'elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,3-mo,college,white,female,0.7,7.4,8.9,something-else,6.3,7.4,606,2020-05-28 22:24:34.603
4512,14000.0,1970,7.6,['was-full'],100.0,90,100,78,1.0,"['fam-friend', 'state-gov', 'local-gov']",['headache'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,3-mo,school,black,female,1.8,6.2,1.3,nothing-in-particular,8.5,2.2,281,2020-05-28 22:24:37.547
4513,100000.0,1995,8.0,['now-full'],47.0,96,100,87,0.0,"['religious', 'fedgov']",['none'],['elderly-more-risk'],['all-spread-covid'],['only-sick-spread'],three-in-ten,1-mo,college,black,male,0.2,8.1,5.4,nothing-in-particular,8.0,0.0,314,2020-05-28 22:24:39.353
4514,40000.0,1986,9.0,['was-full'],80.0,100,100,99,1.0,['fam-friend'],['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],three-percent,1-mo,some-college,white,male,0.0,1.2,3.0,nothing-in-particular,0.0,0.0,282,2020-05-28 22:24:44.728
4515,50000.0,1946,7.7,['was-retired'],100.0,97,100,89,0.0,"['fam-friend', 'religious']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],thirty-percent,2-mo,some-college,white,female,0.7,7.2,2.8,other-protestant,8.5,6.9,346,2020-05-28 22:24:54.924
4516,45000.0,1968,0.0,['now-full'],47.0,97,0,52,0.0,['no-one'],['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],three-in-ten,1-mo,highschool,white,male,0.0,10.0,10.0,agnostic,0.0,10.0,170,2020-05-28 22:25:02.667
4517,35000.0,1961,2.1,['was-full'],0.0,76,0,97,0.0,"['fam-friend', 'religious']",['none'],"['corona-similar-flu', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,6-mo,college,other-mixed,female,0.0,9.3,8.5,other-protestant,6.6,10.0,274,2020-05-28 22:25:05.235
4518,75000.0,1990,4.8,"['was-full', 'now-jobless']",70.0,78,69,53,0.0,['fam-friend'],"['short-breath', 'muscle-ache', 'headache']",['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],three-in-ten,6-mo,some-college,black,female,0.0,0.5,2.3,nothing-in-particular,0.0,3.1,328,2020-05-28 22:25:05.985
4519,80000.0,1988,2.0,['now-full'],22.0,29,28,37,0.0,"['fam-friend', 'employer']","['short-breath', 'nasal', 'headache']","['corona-similar-flu', 'young-invulnerable']",['non-natives-spread-covid'],['infect-from-animal'],thirty-percent,3-wk,college,white,male,0.1,10.0,9.8,mormon,6.3,9.8,036,2020-05-28 22:25:07.189
4520,70000.0,1982,9.4,['was-full'],100.0,100,100,100,0.0,['employer'],['none'],['corona-all-hospitalize'],['ethnicity-spreads-covid'],['asymptomatic-spread'],three-in-ten,yr-plus,college,white,female,5.8,0.5,0.0,something-else,5.7,0.5,453,2020-05-28 22:25:09.079
4521,15000.0,1973,6.6,['was-part'],72.0,60,69,57,0.0,['no-one'],['none'],['none-true'],['all-spread-covid'],['asymptomatic-spread'],one-in-30k,3-mo,highschool,white,female,0.3,6.6,6.5,nothing-in-particular,6.1,8.4,010,2020-05-28 22:25:16.497
4522,75000.0,1981,0.0,"['was-full', 'now-jobless']",89.0,93,54,98,0.0,"['fam-friend', 'fedgov']",['none'],"['corona-similar-flu', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,immediate,postgrad,black,male,0.0,5.2,4.3,something-else,6.9,3.1,200,2020-05-28 22:25:17.825
4523,85000.0,1988,10.0,['was-full'],100.0,100,100,100,0.0,['no-one'],['none'],['young-invulnerable'],['all-spread-covid'],['asymptomatic-spread'],almost-all,3-mo,college,black,female,0.1,6.6,1.5,something-else,10.0,0.0,207,2020-05-28 22:25:30.713
4524,75000.0,1966,4.9,['was-full'],58.0,59,42,59,0.0,['fam-friend'],['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],three-in-ten,2-mo,college,white,female,0.0,6.2,5.2,nothing-in-particular,5.3,6.8,770,2020-05-28 22:25:31.151
4525,180000.0,1978,8.3,['was-part'],93.0,92,80,91,5.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,3-wk,college,white,female,0.8,3.6,2.7,nothing-in-particular,2.5,0.5,067,2020-05-28 22:25:42.403
4526,35000.0,1991,4.7,"['was-full', 'now-jobless']",28.0,40,67,41,0.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,1-mo,college,white,female,2.8,4.2,3.3,agnostic,2.4,2.8,335,2020-05-28 22:25:48.231
4527,15000.0,1990,7.2,['was-disabled'],100.0,100,67,100,0.0,['fam-friend'],"['short-breath', 'fatigue']","['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],thirty-percent,6-mo,highschool,white,female,0.1,5.0,4.8,nothing-in-particular,2.6,0.4,972,2020-05-28 22:25:49.553
4528,100000.0,1992,0.3,['now-disabled'],3.0,49,8,49,0.0,['fam-friend'],['none'],['none-true'],['ethnicity-spreads-covid'],['only-sick-spread'],one-in-30k,immediate,highschool,white,male,0.8,5.8,9.3,other-protestant,9.6,10.0,390,2020-05-28 22:25:50.169
4529,22296.0,2000,0.2,['was-part'],100.0,48,95,100,0.0,['fam-friend'],['diarrhea'],"['elderly-more-risk', 'corona-similar-flu']",['non-natives-spread-covid'],['infect-from-animal'],three-in-ten,3-wk,school,hispanic-latino,female,0.3,0.0,7.3,catholic,2.4,10.0,444,2020-05-28 22:25:51.219
4530,85000.0,2002,4.5,['now-part'],31.0,42,67,73,0.0,"['fam-friend', 'state-gov', 'local-gov']",['none'],"['corona-similar-flu', 'corona-all-hospitalize', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],thirty-percent,2-mo,some-college,black,male,1.4,6.3,2.6,atheist,4.3,2.3,283,2020-05-28 22:25:58.293
4531,147000.0,2000,9.4,['now-jobless'],99.0,100,100,100,0.0,['fam-friend'],"['diarrhea', 'muscle-ache', 'headache']",['none-true'],['non-natives-spread-covid'],['infect-from-animal'],three-percent,2-wk,some-college,white,male,6.8,5.0,7.4,atheist,0.0,0.8,102,2020-05-28 22:26:01.262
4532,50000.0,1992,6.6,"['now-full', 'now-part']",60.0,62,66,71,0.0,['no-one'],['fatigue'],['none-true'],['ethnicity-spreads-covid'],['only-sick-spread'],three-percent,2-wk,college,black,male,1.6,3.9,4.0,something-else,8.8,0.8,209,2020-05-28 22:26:17.937
4533,70000.0,1989,7.3,['now-full'],100.0,62,70,76,10.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,2-mo,college,white,female,0.0,5.9,6.1,catholic,6.5,5.3,081,2020-05-28 22:26:22.479
4534,80000.0,1967,9.6,['was-full'],95.0,99,95,99,0.0,"['employer', 'fam-friend']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],almost-all,1-yr,highschool,white,female,1.3,4.6,4.6,catholic,3.6,2.3,633,2020-05-28 22:26:22.720
4535,20000.0,1989,5.9,['now-jobless'],55.0,95,80,100,0.0,"['fam-friend', 'religious']",['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],one-in-30k,immediate,college,white,female,0.5,5.4,4.9,mormon,10.0,0.7,832,2020-05-28 22:26:25.884
4536,38000.0,1992,9.9,"['was-full', 'now-full']",100.0,100,100,100,2.0,"['employer', 'fam-friend']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,6-mo,some-college,black,female,1.6,4.6,0.0,nothing-in-particular,2.7,0.0,787,2020-05-28 22:26:29.890
4537,75000.0,1990,8.8,"['was-full', 'was-part']",93.0,87,86,84,3.0,"['fam-friend', 'employer', 'religious']","['dry-cough', 'short-breath', 'diarrhea']",['corona-similar-flu'],['ethnicity-spreads-covid'],['asymptomatic-spread'],one-in-1k,2-wk,college,asian,male,8.3,8.8,8.6,catholic,7.8,8.5,330,2020-05-28 22:26:31.265
4538,20000.0,2000,4.7,['was-full'],42.0,42,65,55,0.0,['religious'],['dry-cough'],['corona-all-hospitalize'],['non-natives-spread-covid'],['only-sick-spread'],one-in-1k,few-days,some-college,hispanic-latino,male,1.0,4.7,3.8,evangelical-protestant,3.9,4.4,350,2020-05-28 22:26:33.824
4539,28000.0,1993,5.4,['was-full'],96.0,98,89,99,0.0,"['fedgov', 'local-gov', 'fam-friend']",['none'],['corona-similar-flu'],['non-natives-spread-covid'],['asymptomatic-spread'],one-in-1k,6-mo,college,black,female,0.6,5.7,5.0,something-else,9.8,5.7,462,2020-05-28 22:26:33.895
4540,25000.0,1997,9.6,['now-full'],97.0,93,51,94,1.0,['employer'],['headache'],['elderly-more-risk'],['ethnicity-spreads-covid'],"['asymptomatic-spread', 'infect-from-animal']",three-in-ten,2-wk,highschool,black,female,0.6,9.9,1.0,catholic,9.7,0.9,708,2020-05-28 22:26:35.725
4541,20000.0,1997,10.0,"['was-part', 'now-jobless', 'now-full', 'was-jobless']",100.0,100,100,100,4.0,"['employer', 'fam-friend', 'local-gov', 'fedgov']","['dry-cough', 'short-breath', 'diarrhea', 'sore-throat', 'nasal', 'fatigue']","['corona-similar-flu', 'young-invulnerable', 'corona-only-elderly', 'elderly-more-risk']",['ethnicity-spreads-covid'],['asymptomatic-spread'],one-in-30k,3-wk,postgrad,white,female,10.0,10.0,10.0,catholic,10.0,10.0,902,2020-05-28 22:26:42.338
4542,27000.0,1959,8.5,"['was-part', 'now-part', 'now-retired']",100.0,100,95,100,1.0,"['fam-friend', 'fedgov']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-mo,highschool,white,female,1.9,8.0,10.0,nothing-in-particular,1.0,10.0,424,2020-05-28 22:26:45.936
4543,40000.0,1979,9.0,['was-full'],100.0,96,100,80,0.0,['state-gov'],['none'],['none-true'],['non-natives-spread-covid'],['infect-from-animal'],thirty-percent,immediate,college,white,female,8.9,9.2,10.0,catholic,7.2,9.1,331,2020-05-28 22:26:47.450
4544,23655.0,1990,6.6,['now-full'],68.0,24,32,61,6.0,['religious'],['fatigue'],['young-invulnerable'],['all-spread-covid'],['only-sick-spread'],one-in-1k,3-wk,highschool,white,male,6.6,3.3,7.7,mormon,6.5,3.0,412,2020-05-28 22:26:56.686
4545,15000.0,1978,1.5,['now-jobless'],36.0,31,37,44,0.0,"['fam-friend', 'private-org']",['none'],['elderly-more-risk'],['ethnicity-spreads-covid'],['only-sick-spread'],one-in-1k,yr-plus,highschool,white,male,0.3,5.4,5.2,nothing-in-particular,5.3,8.8,989,2020-05-28 22:27:00.265
4546,50000.0,1993,10.0,['was-full'],100.0,100,100,49,0.0,['fedgov'],['none'],"['corona-similar-flu', 'elderly-more-risk']",['all-spread-covid'],['only-sick-spread'],three-in-ten,2-mo,college,black,female,0.0,10.0,10.0,something-else,10.0,4.8,704,2020-05-28 22:27:10.573
4547,70000.0,1993,4.4,"['was-full', 'now-full']",8.0,41,0,71,3.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,immediate,college,white,female,0.7,5.0,5.3,nothing-in-particular,6.0,6.1,430,2020-05-28 22:27:14.629
4548,80000.0,1967,9.8,"['was-part', 'now-jobless']",99.0,100,100,100,6.0,"['state-gov', 'local-gov', 'fam-friend']",['none'],"['elderly-more-risk', 'young-invulnerable']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,3-mo,college,white,male,0.0,4.8,4.8,catholic,10.0,10.0,087,2020-05-28 22:27:30.971
4549,11400.0,1957,7.7,['now-retired'],100.0,100,100,100,0.0,['other'],['nasal'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,6-mo,postgrad,white,male,1.5,7.3,7.2,nothing-in-particular,5.6,0.0,167,2020-05-28 22:27:31.356
4550,43000.0,1954,9.3,"['now-retired', 'was-retired']",100.0,96,98,95,0.0,"['local-gov', 'state-gov', 'fedgov', 'fam-friend']","['muscle-ache', 'headache']","['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],thirty-percent,1-wk,postgrad,white,female,0.1,6.8,5.2,other-protestant,6.9,1.7,277,2020-05-28 22:27:40.309
4551,33000.0,1992,7.5,"['was-full', 'now-jobless']",94.0,91,63,42,0.0,"['fam-friend', 'state-gov']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,2-mo,college,white,female,0.3,5.3,0.2,catholic,0.4,1.0,908,2020-05-28 22:27:46.097
4552,80000.0,1962,9.7,['was-jobless'],100.0,99,100,98,0.0,['no-one'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,few-days,highschool,white,female,0.0,10.0,10.0,atheist,0.0,10.0,217,2020-05-28 22:27:51.024
4553,54000.0,1990,10.0,['was-full'],92.0,89,99,99,579.0,['fam-friend'],['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],almost-all,1-mo,college,asian,female,0.9,0.8,1.1,nothing-in-particular,0.7,1.0,209,2020-05-28 22:28:02.296
4554,18000.0,1995,7.0,['was-jobless'],96.0,91,90,92,0.0,"['fam-friend', 'local-community', 'private-org', 'religious']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,4-mo,school,white,female,1.0,4.8,4.9,something-else,0.0,5.0,466,2020-05-28 22:28:09.328
4555,85000.0,1990,9.2,['was-full'],100.0,96,100,100,0.0,['local-gov'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']","['ethnicity-spreads-covid', 'all-spread-covid']",['asymptomatic-spread'],thirty-percent,4-mo,some-college,black,female,0.4,0.0,4.2,agnostic,6.6,0.0,199,2020-05-28 22:28:14.161
4556,150000.0,1983,7.1,['was-part'],100.0,70,80,96,0.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-1k,3-mo,college,white,female,0.4,6.9,10.0,something-else,10.0,10.0,448,2020-05-28 22:28:21.725
4557,100000.0,1977,7.3,['was-full'],80.0,75,78,74,0.0,['fam-friend'],['nasal'],['corona-similar-flu'],['ethnicity-spreads-covid'],['asymptomatic-spread'],one-in-30k,1-wk,postgrad,asian,female,6.5,7.3,7.5,something-else,6.5,7.8,951,2020-05-28 22:28:22.713
4558,25000.0,1997,0.0,['was-full'],0.0,65,26,100,0.0,"['fam-friend', 'other']",['none'],"['corona-similar-flu', 'elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,2-mo,highschool,hispanic-latino,female,0.0,0.0,0.0,catholic,10.0,0.0,975,2020-05-28 22:28:42.822
4559,75000.0,1974,8.9,['was-full'],93.0,91,87,89,10.0,['no-one'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,1-yr,some-college,white,female,2.0,1.6,0.9,agnostic,5.9,0.0,465,2020-05-28 22:28:49.280
4560,50000.0,1998,9.2,['was-full'],86.0,92,88,100,0.0,['employer'],['muscle-ache'],"['corona-only-elderly', 'corona-similar-flu']",['ethnicity-spreads-covid'],['asymptomatic-spread'],one-in-30k,immediate,some-college,black,male,8.3,9.6,10.0,other-protestant,9.5,9.0,402,2020-05-28 22:28:55.501
4561,50000.0,1989,5.1,['now-jobless'],96.0,97,96,99,0.0,"['local-gov', 'state-gov', 'fedgov']",['none'],"['corona-similar-flu', 'corona-only-elderly', 'young-invulnerable', 'elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,1-mo,some-college,hispanic-latino,female,2.5,5.0,1.6,nothing-in-particular,4.8,3.3,785,2020-05-28 22:29:01.248
4562,75000.0,2001,7.2,['now-jobless'],87.0,90,85,68,0.0,['fam-friend'],"['nasal', 'sore-throat', 'headache']","['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,1-mo,highschool,white,female,3.3,1.9,1.1,atheist,1.6,2.1,283,2020-05-28 22:29:13.415
4563,70000.0,1980,5.9,['was-full'],31.0,95,100,91,0.0,"['fam-friend', 'private-org']",['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],one-in-30k,2-mo,highschool,white,female,0.5,8.0,7.6,nothing-in-particular,5.5,0.3,281,2020-05-28 22:29:48.699
4564,20000.0,1999,7.0,"['now-part', 'was-disabled']",73.0,29,73,65,0.0,['state-gov'],['nasal'],['elderly-more-risk'],['all-spread-covid'],['infect-from-animal'],three-percent,2-wk,highschool,black,male,6.4,7.0,7.4,catholic,6.8,7.7,191,2020-05-28 22:30:12.062
4565,50000.0,1961,10.0,['was-full'],100.0,100,77,100,50.0,['employer'],['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],thirty-percent,2-wk,some-college,white,female,1.3,4.5,6.7,catholic,7.2,0.2,117,2020-05-28 22:30:20.787
4566,95000.0,1986,6.9,['was-full'],96.0,100,98,94,5.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['ethnicity-spreads-covid'],['asymptomatic-spread'],three-in-ten,1-mo,postgrad,white,female,7.8,5.6,6.9,catholic,2.3,5.0,080,2020-05-28 22:30:21.599
4567,100000.0,1990,9.6,['now-full'],96.0,100,96,100,0.0,['employer'],['none'],['corona-similar-flu'],['ethnicity-spreads-covid'],['asymptomatic-spread'],one-in-30k,few-days,college,white,male,10.0,10.0,9.4,muslim,10.0,9.6,100,2020-05-28 22:30:30.270
4568,9000.0,1999,7.1,['was-jobless'],74.0,97,35,66,0.0,['employer'],['headache'],['corona-similar-flu'],['non-natives-spread-covid'],['only-sick-spread'],one-in-1k,2-wk,college,black,female,6.6,6.9,6.6,nothing-in-particular,6.4,6.7,397,2020-05-28 22:30:37.071
4569,100000.0,2000,0.2,['was-jobless'],9.0,97,100,8,0.0,['private-org'],['none'],['elderly-more-risk'],['non-natives-spread-covid'],['infect-from-animal'],thirty-percent,immediate,college,hispanic-latino,female,0.5,10.0,8.5,orthodox,9.3,1.5,770,2020-05-28 22:30:40.091
4570,30000.0,1964,6.9,"['was-full', 'now-jobless']",100.0,99,88,100,0.0,"['fam-friend', 'local-gov', 'state-gov', 'fedgov', 'religious']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-percent,3-mo,highschool,white,female,0.2,5.0,5.0,nothing-in-particular,6.5,5.1,794,2020-05-28 22:30:52.687
4571,92000.0,1988,10.0,"['was-full', 'now-full']",100.0,100,100,84,0.0,"['fam-friend', 'employer', 'local-gov', 'state-gov', 'private-org']",['none'],['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],one-in-1k,1-yr,postgrad,white,male,1.6,2.6,3.3,catholic,0.0,0.0,100,2020-05-28 22:30:58.462
4572,85000.0,1955,0.6,['now-retired'],63.0,100,0,93,0.0,['no-one'],['none'],['corona-similar-flu'],['all-spread-covid'],['only-sick-spread'],three-percent,immediate,some-college,white,female,0.8,10.0,10.0,nothing-in-particular,10.0,10.0,346,2020-05-28 22:31:07.873
4573,200000.0,1986,9.6,['now-full'],100.0,100,100,67,0.0,['fam-friend'],"['sore-throat', 'nausea-vomit', 'short-breath']",['corona-all-hospitalize'],['all-spread-covid'],['asymptomatic-spread'],three-percent,6-mo,postgrad,asian,female,0.2,4.4,5.4,nothing-in-particular,4.9,0.0,114,2020-05-28 22:31:20.906
4574,20000.0,1980,6.5,"['now-disabled', 'was-part']",88.0,69,27,81,0.0,['fam-friend'],['none'],['elderly-more-risk'],['non-natives-spread-covid'],['only-sick-spread'],one-in-30k,2-wk,highschool,white,female,0.0,6.9,8.0,evangelical-protestant,8.2,2.3,313,2020-05-28 22:31:25.924
4575,50000.0,1946,7.0,['was-retired'],97.0,98,95,93,0.0,"['fam-friend', 'religious']",['none'],"['corona-all-hospitalize', 'elderly-more-risk']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,2-mo,some-college,white,female,2.1,9.4,10.0,other-protestant,10.0,9.2,327,2020-05-28 22:31:37.382
4576,110000.0,1987,4.8,['was-full'],52.0,97,96,98,0.0,"['fedgov', 'employer']",['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],three-percent,2-wk,some-college,white,male,0.0,7.2,7.0,nothing-in-particular,0.3,7.7,233,2020-05-28 22:31:50.116
4577,79999.0,1967,4.0,['was-full'],27.0,66,42,55,0.0,['fam-friend'],['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],three-in-ten,2-mo,some-college,white,female,1.0,5.3,5.4,other-protestant,4.3,3.8,770,2020-05-28 22:32:03.406
4578,40000.0,1985,10.0,"['was-part', 'now-jobless']",100.0,100,100,81,0.0,['fam-friend'],['none'],['elderly-more-risk'],['all-spread-covid'],['asymptomatic-spread'],three-in-ten,3-mo,college,white,female,1.3,0.9,1.2,something-else,5.4,0.4,982,2020-05-28 22:32:14.613
4579,20000.0,1992,6.9,"['now-part', 'was-retired']",77.0,77,68,76,0.0,['state-gov'],"['muscle-ache', 'dry-cough', 'nausea-vomit']",['elderly-more-risk'],['non-natives-spread-covid'],['only-sick-spread'],three-percent,1-wk,postgrad,white,female,8.2,7.1,7.2,jewish,6.4,7.1,076,2020-05-28 22:32:18.578
4580,78500.0,1981,10.0,['was-full'],100.0,100,74,79,3.0,"['fam-friend', 'employer', 'local-gov', 'state-gov']",['none'],['none-true'],['all-spread-covid'],['asymptomatic-spread'],three-percent,4-mo,postgrad,white,male,2.1,0.2,0.1,jewish,0.9,0.0,701,2020-05-28 22:32:20.552
4581,50000.0,1952,9.2,['now-retired'],99.0,98,97,99,0.0,['fam-friend'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,3-mo,postgrad,white,male,0.7,6.2,5.1,evangelical-protestant,9.8,0.0,044,2020-05-28 22:32:29.594
4582,20000.0,1993,8.1,['now-part'],33.0,33,62,29,0.0,['fam-friend'],['none'],['elderly-more-risk'],['all-spread-covid'],['only-sick-spread'],one-in-1k,2-mo,some-college,white,female,3.4,6.6,3.4,nothing-in-particular,1.3,6.8,960,2020-05-28 22:32:55.321
4583,140000.0,1974,4.3,"['was-full', 'now-part']",30.0,68,34,70,5.0,"['fedgov', 'fam-friend']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],one-in-30k,2-wk,college,white,female,0.1,2.7,9.8,nothing-in-particular,5.7,8.1,439,2020-05-28 22:33:03.528
4584,125000.0,1984,10.0,"['was-full', 'now-full']",100.0,100,100,100,15.0,"['fam-friend', 'religious']",['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],three-in-ten,2-wk,college,white,female,0.0,5.1,6.1,evangelical-protestant,6.0,3.4,086,2020-05-28 22:33:07.398
4585,56000.0,1999,6.7,['was-full'],100.0,99,100,100,0.0,['fedgov'],['none'],"['elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],thirty-percent,4-mo,postgrad,black,male,3.4,4.9,4.3,nothing-in-particular,0.0,5.1,325,2020-05-28 22:33:10.479
4586,25000.0,1988,4.9,"['was-disabled', 'now-disabled', 'was-jobless', 'now-jobless']",100.0,100,100,98,0.0,"['fam-friend', 'state-gov', 'local-gov']",['headache'],"['corona-similar-flu', 'elderly-more-risk', 'corona-all-hospitalize']",['all-spread-covid'],['asymptomatic-spread'],almost-all,6-mo,some-college,hispanic-latino,female,0.0,5.1,5.1,nothing-in-particular,2.5,7.2,810,2020-05-28 22:33:31.916
